주문번호,주문일,상품코드,수량,판매단가,주문상태
O2027060875,06/06/2027 01:55,P0097,1,115500,배송 완료
O2027060876,2027-06-13 12:12,P0126,2,32500,결제 완료
O2027060877,2027/06/20 23:29,P0156,3,60100,배송 완료
O2027060878,2027.06.27 10:46,P0185,4,106900,배송 완료
O2027060879,06/04/2027 21:03,P0214,5,7500,결제 완료
O2027060880,2027-06-11 08:20,P0244,1,45800,배송 완료
O2027060881,2027/06/18 19:37,P0274,2,94900,배송 완료
O2027060882,2027.06.25 06:54,P0303,3,114800,결제 완료
O2027060883,06/02/2027 17:11,P0008,4,16900,배송 완료
O2027060884,2027-06-09 04:28,P0037,5,47600,배송 완료
O2027060885,2027/06/16 15:45,P0066,1,93600,결제 완료
O2027060886,2027.06.23 02:02,P0096,2,111500,배송 완료
O2027060887,06/30/2027 13:19,P0125,3,30600,배송 완료
O2027060888,2027-06-07 00:36,P0155,4,57500,결제 완료
O2027060889,2027/06/14 11:53,P0184,5,103300,배송 완료
O2027060890,2027.06.21 22:10,P0213,1,8600,배송 완료
O2027060891,06/28/2027 09:27,P0243,2,43600,결제 완료
O2027060892,2027-06-05 20:44,P0273,3,91600,배송 완료
O2027060893,2027/06/12 07:01,P0302,4,110900,배송 완료
O2027060894,2027.06.19 18:18,P0007,5,15200,결제 완료
O2027060895,06/26/2027 05:35,P0036,1,45300,배송 완료
O2027060896,2027-06-03 16:52,P0065,2,90300,배송 완료
O2027060897,2027/06/10 03:09,P0095,3,107700,결제 완료
O2027060898,2027.06.17 14:26,P0124,4,28700,배송 완료
O2027060899,06/24/2027 01:43,P0154,5,54900,배송 완료
O2027060900,2027-06-01 12:00,P0183,1,99900,결제 완료
O2027060901,2027/06/08 23:17,P0212,2,7100,배송 완료
O2027060902,2027.06.15 10:34,P0242,3,41500,배송 완료
O2027060903,06/22/2027 21:51,P0272,4,88500,결제 완료
O2027060904,2027-06-29 08:08,P0301,5,107200,배송 완료
O2027060905,2027/06/06 19:25,P0006,1,13500,배송 완료
O2027060906,2027.06.13 06:42,P0035,2,43200,결제 완료
O2027060907,06/20/2027 17:59,P0064,3,87200,배송 완료
O2027060908,2027-06-27 04:16,P0094,4,104000,배송 완료
O2027060909,2027/06/04 15:33,P0123,5,26800,결제 완료
O2027060910,2027.06.11 02:50,P0153,1,73100,배송 완료
O2027060911,06/18/2027 13:07,P0182,2,96400,배송 완료
O2027060912,2027-06-25 00:24,P0211,3,150600,결제 완료
O2027060913,2027/06/02 11:41,P0241,4,39300,배송 완료
O2027060914,2027.06.09 22:58,P0271,5,85400,배송 완료
O2027060915,06/16/2027 09:15,P0300,1,103500,결제 완료
O2027060916,2027-06-23 20:32,P0005,2,12000,배송 완료
O2027060917,2027/06/30 07:49,P0034,3,41000,배송 완료
O2027060918,2027.06.07 18:06,P0063,4,84100,결제 완료
O2027060919,06/14/2027 05:23,P0093,5,138900,배송 완료
O2027060920,2027-06-21 16:40,P0122,1,25000,배송 완료
O2027060921,2027/06/28 03:57,P0152,2,70300,결제 완료
O2027060922,2027.06.05 14:14,P0181,3,93000,배송 완료
O2027060923,06/12/2027 01:31,P0210,4,146200,배송 완료
O2027060924,2027-06-19 12:48,P0240,5,37200,결제 완료
O2027060925,2027/06/26 23:05,P0270,1,82300,배송 완료
O2027060926,2027.06.03 10:22,P0299,2,99900,배송 완료
O2027060927,06/10/2027 21:39,P0004,3,10500,결제 완료
O2027060928,2027-06-17 08:56,P0033,4,38900,배송 완료
O2027060929,2027/06/24 19:13,P0062,5,81000,배송 완료
O2027060930,2027.06.01 06:30,P0092,1,134800,결제 완료
O2027060931,06/08/2027 17:47,P0121,2,23200,배송 완료
O2027060932,2027-06-15 04:04,P0151,3,67500,배송 완료
O2027060933,2027/06/22 15:21,P0180,4,89600,결제 완료
O2027060934,2027.06.29 02:38,P0209,5,142000,배송 완료
O2027060935,06/06/2027 13:55,P0239,1,35200,배송 완료
O2027060936,2027-06-13 00:12,P0269,2,79200,결제 완료
O2027060937,2027/06/20 11:29,P0298,3,96300,배송 완료
O2027060938,2027.06.27 22:46,P0003,4,9000,배송 완료
O2027060939,06/04/2027 09:03,P0032,5,51300,결제 완료
O2027060940,2027-06-11 20:20,P0061,1,78000,배송 완료
O2027060941,2027/06/18 07:37,P0091,2,130800,배송 완료
O2027060942,2027.06.25 18:54,P0120,3,21600,결제 완료
O2027060943,06/02/2027 05:11,P0150,4,64800,배송 완료
O2027060944,2027-06-09 16:28,P0179,5,86400,배송 완료
O2027060945,2027/06/16 03:45,P0208,1,137700,결제 완료
O2027060946,2027.06.23 14:02,P0238,2,33300,배송 완료
O2027060947,06/30/2027 01:19,P0268,3,76300,배송 완료
O2027060948,2027-06-07 12:36,P0297,4,128600,결제 완료
O2027060949,2027/06/14 23:53,P0002,5,7600,배송 완료
O2027060950,2027.06.21 10:10,P0031,1,49000,배송 완료
O2027060951,06/28/2027 21:27,P0060,2,75100,결제 완료
O2027060952,2027-06-05 08:44,P0090,3,126900,배송 완료
O2027060953,2027/06/12 19:01,P0119,4,19900,배송 완료
O2027060954,2027.06.19 06:18,P0149,5,62200,결제 완료
O2027060955,06/26/2027 17:35,P0178,1,83200,배송 완료
O2027060956,2027-06-03 04:52,P0207,2,133500,배송 완료
O2027060957,2027/06/10 15:09,P0237,3,31400,결제 완료
O2027060958,2027.06.17 02:26,P0267,4,73400,배송 완료
O2027060959,06/24/2027 13:43,P0296,5,124700,배송 완료
O2027060960,2027-06-01 00:00,P0001,1,6300,결제 완료
O2027060961,2027/06/08 11:17,P0030,2,46600,배송 완료
O2027060962,2027.06.15 22:34,P0059,3,72100,배송 완료
O2027060963,06/22/2027 09:51,P0089,4,123000,결제 완료
O2027060964,2027-06-29 20:08,P0118,5,18300,배송 완료
O2027060965,2027/06/06 07:25,P0147,1,58300,배송 완료
O2027060966,2027.06.13 18:42,P0177,2,80000,결제 완료
O2027060967,06/20/2027 05:59,P0206,3,129300,배송 완료
O2027060968,2027-06-27 16:16,P0236,4,41100,배송 완료
O2027060969,2027/06/04 03:33,P0266,5,70600,결제 완료
O2027060970,2027.06.11 14:50,P0295,1,120900,배송 완료
O2027060971,06/18/2027 01:07,P0324,2,13300,배송 완료
O2027060972,2027-06-25 12:24,P0029,3,44300,결제 완료
O2027060973,2027/06/02 23:41,P0058,4,69300,배송 완료
O2027060974,2027.06.09 10:58,P0088,5,119100,배송 완료
O2027060975,06/16/2027 21:15,P0117,1,16800,결제 완료
O2027060976,2027-06-23 08:32,P0146,2,55900,배송 완료
O2027060977,2027/06/30 19:49,P0176,3,106600,배송 완료
O2027060978,2027.06.07 06:06,P0205,4,125300,결제 완료
O2027060979,06/14/2027 17:23,P0235,5,39000,배송 완료
O2027060980,2027-06-21 04:40,P0265,1,67700,배송 완료
O2027060981,2027/06/28 15:57,P0294,2,117200,결제 완료
O2027060982,2027.06.05 02:14,P0323,3,11800,배송 완료
O2027060983,06/12/2027 13:31,P0028,4,42100,배송 완료
O2027060984,2027-06-19 00:48,P0057,5,66500,결제 완료
O2027060985,2027/06/26 11:05,P0087,1,115400,배송 완료
O2027060986,2027.06.03 22:22,P0116,2,15400,배송 완료
O2027060987,06/10/2027 09:39,P0145,3,53400,결제 완료
O2027060988,2027-06-17 20:56,P0175,4,103200,배송 완료
O2027060989,2027/06/24 07:13,P0204,5,121300,배송 완료
O2027060990,2027.06.01 18:30,P0234,1,36800,결제 완료
O2027060991,06/08/2027 05:47,P0264,2,65100,배송 완료
O2027060992,2027-06-15 16:04,P0293,3,113500,배송 완료
O2027060993,2027/06/22 03:21,P0322,4,10400,결제 완료
O2027060994,2027.06.29 14:38,P0027,5,40000,배송 완료
O2027060995,06/06/2027 01:55,P0056,1,63800,배송 완료
O2027060996,2027-06-13 12:12,P0086,2,111600,결제 완료
O2027060997,2027/06/20 23:29,P0115,3,19400,배송 완료
O2027060998,2027.06.27 10:46,P0144,4,51000,배송 완료
O2027060999,06/04/2027 21:03,P0174,5,99800,결제 완료
O2027061000,2027-06-11 08:20,P0203,1,117300,배송 완료
O2027061001,2027/06/18 19:37,P0233,2,34700,배송 완료
O2027061002,2027.06.25 06:54,P0263,3,62400,결제 완료
O2027061003,06/02/2027 17:11,P0292,4,109800,배송 완료
O2027061004,2027-06-09 04:28,P0321,5,9000,배송 완료
O2027061005,2027/06/16 15:45,P0026,1,37900,결제 완료
O2027061006,2027.06.23 02:02,P0055,2,84700,배송 완료
O2027061007,06/30/2027 13:19,P0085,3,107900,배송 완료
O2027061008,2027-06-07 00:36,P0114,4,17600,결제 완료
O2027061009,2027/06/14 11:53,P0143,5,48600,배송 완료
O2027061010,2027.06.21 22:10,P0173,1,96400,배송 완료
O2027061011,06/28/2027 09:27,P0202,2,113300,결제 완료
O2027061012,2027-06-05 20:44,P0232,3,32700,배송 완료
O2027061013,2027/06/12 07:01,P0262,4,59700,배송 완료
O2027061014,2027.06.19 18:18,P0291,5,106200,결제 완료
O2027061015,06/26/2027 05:35,P0320,1,7800,배송 완료
O2027061016,2027-06-03 16:52,P0025,2,35800,배송 완료
O2027061017,2027/06/10 03:09,P0054,3,81600,결제 완료
O2027061018,2027.06.17 14:26,P0084,4,104200,배송 완료
O2027061019,06/24/2027 01:43,P0113,5,15800,배송 완료
O2027061020,2027-06-01 12:00,P0142,1,46400,결제 완료
O2027061021,2027/06/08 23:17,P0172,2,93200,배송 완료
O2027061022,2027.06.15 10:34,P0201,3,109500,배송 완료
O2027061023,06/22/2027 21:51,P0231,4,30800,결제 완료
O2027061024,2027-06-29 08:08,P0261,5,57200,배송 완료
O2027061025,2027/06/06 19:25,P0290,1,102700,배송 완료
O2027061026,2027.06.13 06:42,P0319,2,9200,결제 완료
O2027061027,06/20/2027 17:59,P0024,3,33800,배송 완료
O2027061028,2027-06-27 04:16,P0053,4,78700,배송 완료
O2027061029,2027/06/04 15:33,P0083,5,100700,결제 완료
O2027061030,2027.06.11 02:50,P0112,1,14300,배송 완료
O2027061031,06/18/2027 13:07,P0141,2,44100,배송 완료
O2027061032,2027-06-25 00:24,P0171,3,90000,결제 완료
O2027061033,2027/06/02 11:41,P0200,4,105700,배송 완료
O2027061034,2027.06.09 22:58,P0230,5,28800,배송 완료
O2027061035,06/16/2027 09:15,P0259,1,74400,결제 완료
O2027061036,2027-06-23 20:32,P0289,2,99200,배송 완료
O2027061037,2027/06/30 07:49,P0318,3,7600,배송 완료
O2027061038,2027.06.07 18:06,P0023,4,31900,결제 완료
O2027061039,06/14/2027 05:23,P0052,5,75800,배송 완료
O2027061040,2027-06-21 16:40,P0082,1,97200,배송 완료
O2027061041,2027/06/28 03:57,P0111,2,12600,결제 완료
O2027061042,2027.06.05 14:14,P0140,3,41900,배송 완료
O2027061043,06/12/2027 01:31,P0170,4,86800,배송 완료
O2027061044,2027-06-19 12:48,P0199,5,101900,결제 완료
O2027061045,2027/06/26 23:05,P0229,1,27000,배송 완료
O2027061046,2027.06.03 10:22,P0258,2,71500,배송 완료
O2027061047,06/10/2027 21:39,P0288,3,95700,결제 완료
O2027061048,2027-06-17 08:56,P0317,4,6000,배송 완료
O2027061049,2027/06/24 19:13,P0022,5,30000,배송 완료
O2027061050,2027.06.01 06:30,P0051,1,72900,결제 완료
O2027061051,06/08/2027 17:47,P0081,2,93700,배송 완료
O2027061052,2027-06-15 04:04,P0110,3,11100,배송 완료
O2027061053,2027/06/22 15:21,P0139,4,39800,결제 완료
O2027061054,2027.06.29 02:38,P0169,5,83600,배송 완료
O2027061055,06/06/2027 13:55,P0198,1,136800,배송 완료
O2027061056,2027-06-13 00:12,P0228,2,25100,결제 완료
O2027061057,2027/06/20 11:29,P0257,3,68800,배송 완료
O2027061058,2027.06.27 22:46,P0287,4,92400,배송 완료
O2027061059,06/04/2027 09:03,P0316,5,145300,결제 완료
O2027061060,2027-06-11 20:20,P0021,1,28100,배송 완료
O2027061061,2027/06/18 07:37,P0050,2,70100,배송 완료
O2027061062,2027.06.25 18:54,P0080,3,90200,결제 완료
O2027061063,06/02/2027 05:11,P0109,4,9600,배송 완료
O2027061064,2027-06-09 16:28,P0138,5,52400,배송 완료
O2027061065,2027/06/16 03:45,P0168,1,80600,결제 완료
O2027061066,2027.06.23 14:02,P0197,2,132700,배송 완료
O2027061067,06/30/2027 01:19,P0227,3,23500,배송 완료
O2027061068,2027-06-07 12:36,P0256,4,66100,결제 완료
O2027061069,2027/06/14 23:53,P0286,5,89100,배송 완료
O2027061070,2027.06.21 10:10,P0315,1,141000,배송 완료
O2027061071,06/28/2027 21:27,P0020,2,26400,결제 완료
O2027061072,2027-06-05 08:44,P0049,3,67300,배송 완료
O2027061073,2027/06/12 19:01,P0079,4,86900,배송 완료
O2027061074,2027.06.19 06:18,P0108,5,8200,결제 완료
O2027061075,06/26/2027 17:35,P0137,1,50000,배송 완료
O2027061076,2027-06-03 04:52,P0167,2,77600,배송 완료
O2027061077,2027/06/10 15:09,P0196,3,128700,결제 완료
O2027061078,2027.06.17 02:26,P0226,4,21700,배송 완료
O2027061079,06/24/2027 13:43,P0255,5,63400,배송 완료
O2027061080,2027-06-01 00:00,P0285,1,85800,결제 완료
O2027061081,2027/06/08 11:17,P0314,2,136700,배송 완료
O2027061082,2027.06.15 22:34,P0019,3,24600,배송 완료
O2027061083,06/22/2027 09:51,P0048,4,64600,결제 완료
O2027061084,2027-06-29 20:08,P0078,5,116400,배송 완료
O2027061085,2027/06/06 07:25,P0107,1,6800,배송 완료
O2027061086,2027.06.13 18:42,P0136,2,47600,결제 완료
O2027061087,06/20/2027 05:59,P0166,3,74600,배송 완료
O2027061088,2027-06-27 16:16,P0195,4,124700,배송 완료
O2027061089,2027/06/04 03:33,P0225,5,20100,결제 완료
O2027061090,2027.06.11 14:50,P0254,1,60700,배송 완료
O2027061091,06/18/2027 01:07,P0284,2,82500,배송 완료
O2027061092,2027-06-25 12:24,P0313,3,132500,결제 완료
O2027061093,2027/06/02 23:41,P0018,4,31800,배송 완료
O2027061094,2027.06.09 10:58,P0047,5,62000,배송 완료
O2027061095,06/16/2027 21:15,P0077,1,112700,결제 완료
O2027061096,2027-06-23 08:32,P0106,2,5400,배송 완료
O2027061097,2027/06/30 19:49,P0135,3,45400,배송 완료
O2027061098,2027.06.07 06:06,P0165,4,71700,결제 완료
O2027061099,06/14/2027 17:23,P0194,5,120900,배송 완료
O2027061100,2027-06-21 04:40,P0224,1,18600,배송 완료
O2027061101,2027/06/28 15:57,P0253,2,58200,결제 완료
O2027061102,2027.06.05 02:14,P0283,3,79400,배송 완료
O2027061103,06/12/2027 13:31,P0312,4,128400,배송 완료
O2027061104,2027-06-19 00:48,P0017,5,29800,결제 완료
O2027061105,2027/06/26 11:05,P0046,1,59400,배송 완료
O2027061106,2027.06.03 22:22,P0076,2,109100,배송 완료
O2027061107,06/10/2027 09:39,P0105,3,124600,결제 완료
O2027061108,2027-06-17 20:56,P0134,4,43100,배송 완료
O2027061109,2027/06/24 07:13,P0164,5,68900,배송 완료
O2027061110,2027.06.01 18:30,P0193,1,117100,결제 완료
O2027061111,06/08/2027 05:47,P0223,2,17000,배송 완료
O2027061112,2027-06-15 16:04,P0252,3,55700,배송 완료
O2027061113,2027/06/22 03:21,P0282,4,106200,결제 완료
O2027061114,2027.06.29 14:38,P0311,5,124300,배송 완료
O2027061115,06/06/2027 01:55,P0016,1,27900,배송 완료
O2027061116,2027-06-13 12:12,P0045,2,56900,결제 완료
O2027061117,2027/06/20 23:29,P0074,3,104300,배송 완료
O2027061118,2027.06.27 10:46,P0104,4,120400,배송 완료
O2027061119,06/04/2027 21:03,P0133,5,40900,결제 완료
O2027061120,2027-06-11 08:20,P0163,1,66100,배송 완료
O2027061121,2027/06/18 19:37,P0192,2,113300,배송 완료
O2027061122,2027.06.25 06:54,P0222,3,21500,결제 완료
O2027061123,06/02/2027 17:11,P0251,4,53200,배송 완료
O2027061124,2027-06-09 04:28,P0281,5,102700,배송 완료
O2027061125,2027/06/16 15:45,P0310,1,120300,결제 완료
O2027061126,2027.06.23 02:02,P0015,2,26000,배송 완료
O2027061127,06/30/2027 13:19,P0044,3,54400,배송 완료
O2027061128,2027-06-07 00:36,P0073,4,100800,결제 완료
O2027061129,2027/06/14 11:53,P0103,5,116400,배송 완료
O2027061130,2027.06.21 22:10,P0132,1,38700,배송 완료
O2027061131,06/28/2027 09:27,P0162,2,63300,결제 완료
O2027061132,2027-06-05 20:44,P0191,3,109600,배송 완료
O2027061133,2027/06/12 07:01,P0221,4,19700,배송 완료
O2027061134,2027.06.19 18:18,P0250,5,50900,결제 완료
O2027061135,06/26/2027 05:35,P0280,1,99300,배송 완료
O2027061136,2027-06-03 16:52,P0309,2,116400,배송 완료
O2027061137,2027/06/10 03:09,P0014,3,24100,결제 완료
O2027061138,2027.06.17 14:26,P0043,4,51900,배송 완료
O2027061139,06/24/2027 01:43,P0072,5,97500,배송 완료
O2027061140,2027-06-01 12:00,P0102,1,112300,결제 완료
O2027061141,2027/06/08 23:17,P0131,2,36700,배송 완료
O2027061142,2027.06.15 10:34,P0161,3,84500,배송 완료
O2027061143,06/22/2027 21:51,P0190,4,106000,결제 완료
O2027061144,2027-06-29 08:08,P0220,5,18000,배송 완료
O2027061145,2027/06/06 19:25,P0249,1,48600,배송 완료
O2027061146,2027.06.13 06:42,P0279,2,96000,결제 완료
O2027061147,06/20/2027 17:59,P0308,3,112400,배송 완료
O2027061148,2027-06-27 04:16,P0013,4,22300,배송 완료
O2027061149,2027/06/04 15:33,P0042,5,49600,결제 완료
O2027061150,2027.06.11 02:50,P0071,1,94100,배송 완료
O2027061151,06/18/2027 13:07,P0101,2,150400,배송 완료
O2027061152,2027-06-25 00:24,P0130,3,34700,결제 완료
O2027061153,2027/06/02 11:41,P0160,4,81400,배송 완료
O2027061154,2027.06.09 22:58,P0189,5,102300,배송 완료
O2027061155,06/16/2027 09:15,P0219,1,16300,결제 완료
O2027061156,2027-06-23 20:32,P0248,2,46200,배송 완료
O2027061157,2027/06/30 07:49,P0278,3,92700,배송 완료
O2027061158,2027.06.07 18:06,P0307,4,108500,결제 완료
O2027061159,06/14/2027 05:23,P0012,5,20600,배송 완료
O2027061160,2027-06-21 16:40,P0041,1,47300,배송 완료
O2027061161,2027/06/28 03:57,P0070,2,90800,결제 완료
O2027061162,2027.06.05 14:14,P0100,3,146100,배송 완료
O2027061163,06/12/2027 01:31,P0129,4,32700,배송 완료
O2027061164,2027-06-19 12:48,P0159,5,78400,결제 완료
O2027061165,2027/06/26 23:05,P0188,1,98800,배송 완료
O2027061166,2027.06.03 10:22,P0218,2,14600,배송 완료
O2027061167,06/10/2027 21:39,P0247,3,44000,결제 완료
O2027061168,2027-06-17 08:56,P0277,4,89500,배송 완료
O2027061169,2027/06/24 19:13,P0306,5,104700,배송 완료
O2027061170,2027.06.01 06:30,P0011,1,18900,결제 완료
O2027061171,06/08/2027 17:47,P0040,2,62600,배송 완료
O2027061172,2027-06-15 04:04,P0069,3,87500,배송 완료
O2027061173,2027/06/22 15:21,P0099,4,141800,결제 완료
O2027061174,2027.06.29 02:38,P0128,5,30700,배송 완료
O2027061175,06/06/2027 13:55,P0158,1,75500,배송 완료
O2027061176,2027-06-13 00:12,P0187,2,95300,결제 완료
O2027061177,2027/06/20 11:29,P0217,3,13000,배송 완료
O2027061178,2027.06.27 22:46,P0246,4,41900,배송 완료
O2027061179,06/04/2027 09:03,P0276,5,86300,결제 완료
O2027061180,2027-06-11 20:20,P0305,1,140100,배송 완료
O2027061181,2027/06/18 07:37,P0010,2,17200,배송 완료
O2027061182,2027.06.25 18:54,P0039,3,60000,결제 완료
O2027061183,06/02/2027 05:11,P0068,4,84400,배송 완료
O2027061184,2027-06-09 16:28,P0098,5,137700,배송 완료
O2027061185,2027/06/16 03:45,P0127,1,28900,결제 완료
O2027061186,2027.06.23 14:02,P0157,2,72700,배송 완료
O2027061187,06/30/2027 01:19,P0186,3,91900,배송 완료
O2027061188,2027-06-07 12:36,P0216,4,11500,결제 완료
O2027061189,2027/06/14 23:53,P0245,5,39700,배송 완료
O2027061190,2027.06.21 10:10,P0275,1,83200,배송 완료
O2027061191,06/28/2027 21:27,P0304,2,136000,결제 완료
O2027061192,2027-06-05 08:44,P0009,3,15700,배송 완료
O2027061193,2027/06/12 19:01,P0038,4,57500,배송 완료
O2027061194,2027.06.19 06:18,P0067,5,81300,결제 완료
O2027061195,06/26/2027 17:35,P0097,1,133500,배송 완료
O2027061196,2027-06-03 04:52,P0126,2,27100,배송 완료
O2027061197,2027/06/10 15:09,P0156,3,69800,결제 완료
O2027061198,2027.06.17 02:26,P0185,4,88500,배송 완료
O2027061199,06/24/2027 13:43,P0214,5,8700,배송 완료
O2027061200,2027-06-01 00:00,P0244,1,52400,결제 완료
O2027061201,2027/06/08 11:17,P0274,2,80100,배송 완료
O2027061202,2027.06.15 22:34,P0303,3,131900,배송 완료
O2027061203,06/22/2027 09:51,P0008,4,14200,결제 완료
O2027061204,2027-06-29 20:08,P0037,5,55000,배송 완료
O2027061205,2027/06/06 07:25,P0066,1,78200,배송 완료
O2027061206,2027.06.13 18:42,P0096,2,129400,결제 완료
O2027061207,06/20/2027 05:59,P0125,3,25400,배송 완료
O2027061208,2027-06-27 16:16,P0155,4,67100,배송 완료
O2027061209,2027/06/04 03:33,P0184,5,118000,결제 완료
O2027061210,2027.06.11 14:50,P0213,1,7300,배송 완료
O2027061211,06/18/2027 01:07,P0243,2,50000,배송 완료
O2027061212,2027-06-25 12:24,P0273,3,77100,결제 완료
O2027061213,2027/06/02 23:41,P0302,4,127900,배송 완료
O2027061214,2027.06.09 10:58,P0007,5,12700,배송 완료
O2027061215,06/16/2027 21:15,P0036,1,52500,결제 완료
O2027061216,2027-06-23 08:32,P0065,2,75100,배송 완료
O2027061217,2027/06/30 19:49,P0095,3,125400,배송 완료
O2027061218,2027.06.07 06:06,P0124,4,23700,결제 완료
O2027061219,06/14/2027 17:23,P0154,5,64300,배송 완료
O2027061220,2027-06-21 04:40,P0183,1,114400,배송 완료
O2027061221,2027/06/28 15:57,P0212,2,6000,결제 완료
O2027061222,2027.06.05 02:14,P0242,3,47700,배송 완료
O2027061223,06/12/2027 13:31,P0272,4,74200,배송 완료
O2027061224,2027-06-19 00:48,P0301,5,124000,결제 완료
O2027061225,2027/06/26 11:05,P0006,1,11300,배송 완료
O2027061226,2027.06.03 22:22,P0035,2,50200,배송 완료
O2027061227,06/10/2027 09:39,P0064,3,72200,결제 완료
O2027061228,2027-06-17 20:56,P0094,4,121500,배송 완료
O2027061229,2027/06/24 07:13,P0123,5,30700,배송 완료
O2027061230,2027.06.01 18:30,P0153,1,61800,결제 완료
O2027061231,06/08/2027 05:47,P0182,2,110800,배송 완료
O2027061232,2027-06-15 16:04,P0211,3,126500,배송 완료
O2027061233,2027/06/22 03:21,P0241,4,45400,결제 완료
O2027061234,2027.06.29 14:38,P0271,5,71300,배송 완료
O2027061235,06/06/2027 01:55,P0300,1,120100,배송 완료
O2027061236,2027-06-13 12:12,P0005,2,10000,결제 완료
O2027061237,2027/06/20 23:29,P0034,3,47900,배송 완료
O2027061238,2027.06.27 10:46,P0063,4,96100,배송 완료
O2027061239,06/04/2027 21:03,P0093,5,117600,결제 완료
O2027061240,2027-06-11 08:20,P0122,1,28700,배송 완료
O2027061241,2027/06/18 19:37,P0152,2,59200,배송 완료
O2027060700,2027-06-12 10:15,P0142,3,52500,결제 완료
O2027060730,2027-06-12 11:16,P0051,4,60500,결제 완료
O2027060760,2027-06-12 12:17,P0285,5,99800,결제 완료
O2027060790,2027-06-12 13:18,P0193,1,98700,결제 완료
O2027060820,2027-06-12 14:19,P0102,2,134300,결제 완료
O2027060850,2027-06-12 15:20,P0011,3,16200,결제 완료
O2027060880,2027-06-12 16:21,P0244,4,46300,결제 완료
